YEAR;COUNTRY;SYS02;SYS03;SE005;SE010;SE011;SE015;SE016;SE020;SE021;SE022;SE022D;SE022N;SE025;SE026;SE027;SE028;SE030;SE035;SE041;SE042;SE046;SE050;SE054;SE055;SE060;SE065;SE071;SE072;SE073;SE074;SE075;SE080;SE085;SE086;SE087;SE090;SE095;SE100;SE105;SE110;SE110D;SE110N;SE115;SE115D;SE115N;SE120;SE120D;SE120N;SE125;SE125D;SE125N;SE126;SE126D;SE126N;SE127;SE127D;SE127N;SE131;SE132;SE132D;SE132N;SE135;SE136;SE136D;SE136N;SE140;SE145;SE146;SE150;SE155;SE160;SE165;SE170;SE175;SE180;SE185;SE190;SE195;SE200;SE206;SE207;SE207D;SE207N;SE211;SE216;SE220;SE225;SE230;SE235;SE240;SE245;SE251;SE256;SE260;SE265;SE270;SE275;SE281;SE284;SE284D;SE284N;SE285;SE290;SE295;SE296;SE297;SE298;SE300;SE305;SE309;SE309D;SE309N;SE310;SE315;SE320;SE325;SE330;SE331;SE332;SE336;SE340;SE345;SE350;SE356;SE360;SE365;SE370;SE375;SE380;SE381;SE390;SE395;SE405;SE406;SE407;SE408;SE409;SE410;SE415;SE420;SE425;SE425D;SE425N;SE430;SE430D;SE430N;SE436;SE437;SE441;SE446;SE447;SE448;SE450;SE455;SE460;SE462;SE465;SE470;SE475;SE476;SE480;SE485;SE490;SE495;SE501;SE506;SE510;SE516;SE521;SE526;SE530;SE532;SE532D;SE532N;SE600;SE605;SE606;SE610;SE611;SE612;SE613;SE615;SE616;SE617;SE618;SE619;SE621;SE622;SE623;SE624;SE625;SE626;SE630;SE631;SE632;SE640;SE650;SE699;SE700;SE705;SE710;SE715;SE720;SE725;SE730;SE750;SE765;SE766;SE770
2006;(IE) Ireland;111400;1000 - <2000;36.2;1.14;2441.81;1.06;2289.62;0.08;152.19;;0.00;0.00;44.54;7.09;0.00;37.44;7.96;3.28;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;40.51;0.00;0.42;0.42;1.38;51.33;9.85;0.00;0.00;34.25;6.78;0.08;0.06;91.47;0.95;86.66;;0.00;0.00;1.26;40.41;50.88;5387.68;9.85;53095.09;;0.00;0.00;;0.00;0.00;37567;0.99;37895.45;37567.42;4909;111.28;44.11;4908.85;3014;61;0;1006;34;40;0;30;1;0;0;0;395;327;31251;608.85;51.33;31250.91;-383;13629;14758;52;2587;17;2;0;206;1408;150;1018;37895;25684;15542;117.15;44.54;5217.49;491;28;3808;;;;628;290;201.11;51.33;10322.73;7207;987;40;3;3076;2;0;10142;4227;1990;2804;1121;7914;4297;1450;1762;1084;1084;126;-697;-589;424;0;-1014;0;30760;22846;17960;20078.50;1.14;22846.16;16894.82;1.06;17953.17;945225;770735;908431;826195;810130.26566;2089.9025119;39346;20699;22192;0;36793;21730;3268;0;11796;18677;15113;3564;926548;172754;123161;-2458;-10373;26194;29948;0.03;945224.79;29947.81;18877;19700;13475.81;6;6;0;0;-13;-13;1;0;0;3506;2273;367;6146;0;0;13469;13333;0;136;0;92;0;0;0;0.00;837.19;10.12;0;0;0;0;0
2006;(IT) Italy;877080;10000 - <20000;45.8;1.29;2907.92;1.05;2412.62;0.23;495.31;;0.00;0.00;16.17;12.40;2.51;1.26;6.09;5.11;0.84;0.00;0.29;0.83;1.68;0.58;1.02;0.08;6.46;0.44;0.44;0.88;1.57;12.54;2.70;0.00;0.00;3.91;1.19;2.91;1.74;57.00;0.67;38.17;100.52;1.19;119.93;1.46;5.28;7.70;6290.08;2.70;16993.85;;0.00;0.00;;0.00;0.00;46405;1.48;31372.11;46405.48;29617;1946.97;15.21;29617.08;4516;152;1;279;281;265;180;6185;2952;844;5877;2888;3244;1954;15471;1196.93;12.54;15008.26;-168;6541;2828;2726;569;192;482;865;1268;1317;469;2753;31372;20184;13630;373.59;16.17;6042.16;1829;25;1428;;;;1263;1522;600.29;12.54;7527.05;5278;2569;1727;159;578;5;0;6555;1224;2563;756;2011;5987;5200;3809;1230;161;161;645;807;265;265;0;0;0;32392;26405;21470;20546.09;1.29;26405.05;20420.04;1.05;21461.68;324809;326018;286903;219339;180479.57108;5645.3714488;37444;24088;6032;0;37906;4989;4513;0;28404;3762;3296;466;321047;-1397;117318;3112;-2875;26908;23863;0.07;324809.20;23863.23;6171;6010;5197.41;484;58;0;426;29;-0;1;0;28;396;165;242;803;0;0;4541;4459;0;82;0;152;0;0;0;113.88;315.74;520.09;0;0;0;0;0
2006;(LT) Lithuania;95950;1000 - <2000;13.4;1.78;3844.86;1.53;3341.64;0.25;503.22;;0.00;0.00;28.87;23.47;0.25;5.15;14.31;12.04;2.87;0.00;0.07;0.00;0.25;0.25;0.00;0.00;12.07;1.49;0.00;1.49;0.73;11.39;4.64;0.00;0.00;3.38;0.11;2.27;0.89;26.82;4.07;109.18;;0.00;0.00;0.64;12.76;8.13;4757.82;4.64;22091.39;;0.00;0.00;;0.00;0.00;14745;1.08;13624.58;14745.45;6947;254.48;27.30;6946.84;2706;68;0;924;345;483;13;255;407;0;0;0;1679;69;7498;656.64;11.39;7477.74;312;4163;1230;1536;38;13;442;19;57;301;545;3343;13625;10090;6894;89.58;28.87;2586.70;808;469;1202;;;;470;107;377.79;11.39;4302.22;2863;2349;1215;526;229;0;0;3196;778;1587;145;685;2229;1306;797;321;188;168;58;-229;2444;2555;0;-111;0;9098;6869;8007;3857.42;1.78;6868.84;5073.48;1.53;7780.96;55628;48831;40343;13178;7672.5566205;846.18282109;8286;16106;2773;0;15285;2274;2987;0;10023;6037;3730;2307;49591;4624;39691;6896;4667;9649;5106;0.09;55627.80;5105.87;4442;4729;2914.53;880;0;0;880;628;258;361;6;3;19;733;584;1336;27;66;1419;0;1419;0;0;374;0;0;0;59.60;194.57;0.52;0;0;0;0;0
2006;(LU) Luxembourg;1630;200 - <500;137.1;1.59;3517.55;1.38;3057.69;0.21;459.87;;0.00;0.00;74.86;38.28;0.78;35.80;36.74;16.66;4.38;0.38;0.00;0.77;0.01;0.01;0.00;0.00;51.64;0.70;0.70;1.40;4.32;89.78;23.82;0.00;0.00;51.66;0.12;12.72;1.02;59.76;7.52;449.22;69.25;0.08;5.48;1.46;51.90;75.60;6829.40;23.82;162694.03;;0.00;0.00;;0.00;0.00;167251;0.95;175585.3;167250.99;66168;900.76;73.46;66167.66;10391;94;160;2638;0;2391;95;0;32;0;12730;0;37395;403;84801;944.53;89.78;84800.73;780;48255;24302;9311;19;98;2220;193;402;16283;391;42059;175585;117651;80815;208.34;74.86;15596.06;3807;162;6326;;;;3750;1713;725.94;89.78;65174.84;51981;41282;6129;584;7065;45;0;36835;11767;8193;6549;10327;40560;17374;4046;7135;6194;5591;964;5635;4088;10553;0;-6465;0;92882;52322;39035;32871.67;1.59;52321.53;28212.14;1.38;39034.97;909506;889440;751125;407883;329600.21321;73285.676465;151631;156729;34883;0;158382;40926;8504;0;108952;156588;136793;19795;752919;10789;501819;53798;13238;79026;34819;0.04;909506.42;34819.02;43281;38610;20433.17;13;13;0;0;-132;-256;0;0;124;8065;9063;10;17137;1084;213;20233;20100;0;132;0;63;0;0;0;223.32;5443.02;239.56;0;0;0;0;0
2006;(LV) Latvia;23720;500 - <1000;24.8;2.51;5119.71;1.58;3325.57;0.93;1794.14;;0.00;0.00;58.39;41.11;0.57;16.71;22.57;19.11;4.62;0.00;0.37;0.00;0.57;0.54;0.00;0.03;27.32;4.94;0.00;4.94;10.48;21.09;6.37;0.00;0.00;5.85;0.25;5.06;3.40;30.27;7.66;231.75;;0.00;0.00;0.46;27.29;12.46;4773.19;6.37;30420.29;;0.00;0.00;;0.00;0.00;34475;0.98;35279.47;34474.75;15038;286.68;52.46;15037.81;5119;27;0;1508;666;946;23;2035;282;0;0;0;2900;1531;16794;788.11;21.09;16624.08;324;6878;1347;3065;89;1610;2333;237;1235;2643;1229;6162;35279;26053;16202;82.99;58.39;4845.73;1746;664;1929;;;;826;345;533.48;21.09;11253.09;5733;4556;4160;937;1385;78;0;9851;2341;4752;855;1903;4442;4784;3671;307;806;787;239;-78;1677;1677;0;0;0;20227;15785;12678;6289.66;2.51;15785.24;6922.03;1.58;10938.44;80540;67196;51518;17487;12526.568885;2837.4064877;11545;18287;4199;0;29022;3324;5002;0;20696;24666;16564;8101;55874;6048;58411;13354;8912;15068;9168;0.11;80539.89;9168.28;11805;12123;5304.80;2042;0;0;2042;1653;940;494;48;170;1771;1681;939;4391;713;163;1611;0;1611;0;0;1551;0;0;0;357.72;969.46;40.45;0;0;0;0;0
2006;(MT) Malta;2490;200 - <500;33.0;1.50;3758.65;1.29;3298.53;0.20;460.12;;0.00;0.00;2.80;2.22;0.58;0.00;2.36;0.00;0.28;0.00;0.78;0.32;0.26;0.22;0.04;0.00;0.99;0.17;0.00;0.17;0.00;20.44;3.05;0.00;0.00;3.44;0.56;8.10;5.10;;0.00;0.00;;0.00;0.00;11.21;0.51;5.77;5615.19;3.05;17119.86;;0.00;0.00;;0.00;0.00;36175;1.24;29222.15;36174.98;15456;5728.53;2.62;15036.75;0;0;0;1698;0;0;0;10282;820;48;1642;75;802;90;20491;1002.58;20.44;20491.34;372;5706;1773;5637;110;1980;3067;1817;402;227;551;350;29222;24211;17596;1123.25;2.80;3144.32;1353;24;800;;;;525;605;700.30;20.44;14313.04;6419;327;7335;0;559;1;0;6615;1807;3009;822;977;2437;2574;2088;216;270;270;34;0;254;254;0;0;0;18794;16357;14036;10935.29;1.50;16356.79;10149.17;1.29;13131.31;212697;211463;195066;102709;73064.043716;0;58184;27098;7074;0;17631;8753;743;0;8134;6830;3274;3557;205866;1117;114006;3244;807;15456;12309;0.06;212696.81;12309.48;6830;6864;5386.10;1989;26;3;1960;3398;892;146;7;2353;49;599;830;1478;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0;0;0;0;0
2006;(NL) Netherlands;60640;1000 - <2000;302.7;2.50;5490.27;1.44;3359.94;1.06;2130.33;;0.00;0.00;31.80;14.55;0.51;16.74;13.05;3.01;4.15;0.04;1.89;0.00;0.50;0.30;0.00;0.20;20.59;0.65;0.00;0.65;0.00;107.08;25.04;0.00;0.00;20.30;2.54;39.49;19.08;83.10;1.98;164.50;75.92;0.12;8.87;2.37;19.99;47.41;7721.71;25.04;193325.03;;0.00;0.00;;0.00;0.00;314052;1.13;278177.0;314052.26;159268;5156.88;30.14;155446.0;3152;177;30;12388;3741;41;1605;116992;5071;0;0;0;1002;15099;128653;1181.55;107.08;126520.5;350;58127;9142;34315;945;6560;10722;2537;6304;26132;45;1505;278177;181133;101515;1426.28;31.80;45360.16;22092;1026;3962;;;;5375;14997;507.55;107.08;54348.18;14508;374;28890;105;11634;58;0;79618;17060;28581;12281;21697;36813;60231;29461;9094;21676;19858;3224;-44;-1243;189;0;-1432;0;145943;109129;47655;43577.17;2.50;109129.18;33226.22;1.44;47873.10;1511967;1566162;1316161;984186;653537.06695;0;188757;110195;33024;0;195806;23662;31801;0;140342;535286;466663;68623;976681;-74918;523447;52605;15792;79355;48001;0.03;1511967.16;48001.11;13023;16292;14279.54;317;0;0;317;7940;6431;1365;0;144;1466;0;397;1863;14;23;4837;4703;0;134;0;1298;0;0;0;0.00;8691.94;2094.36;0;0;0;0;0
2006;(PL) Poland;735200;10000 - <20000;19.4;1.75;3853.18;1.52;3347.20;0.23;505.97;;0.00;0.00;17.35;14.39;0.36;2.61;4.79;10.35;2.27;0.00;0.37;0.00;0.36;0.35;0.00;0.01;3.80;0.02;0.19;0.20;1.06;12.83;3.34;0.00;0.00;2.07;0.06;6.45;0.75;42.43;2.81;119.19;51.49;0.38;19.75;1.55;3.51;5.45;4391.75;3.34;14660.54;;0.00;0.00;;0.00;0.00;21676;1.24;17410.82;21676.14;11799;677.61;17.15;11624.23;4504;70;0;1337;566;796;78;3021;1021;0;0;0;124;282;9549;738.40;12.83;9472.90;-6;3356;1132;3936;19;657;267;5;178;328;408;2646;17411;12793;8597;212.54;17.35;3688.64;900;295;1696;;;;843;320;376.08;12.83;4824.68;1295;878;3135;1472;408;0;0;4196;1088;2043;513;553;3351;1267;901;172;195;188;232;-31;-320;43;0;-363;0;12388;9037;7450;5160.46;1.75;9037.47;4800.17;1.52;7303.23;74557;71380;61845;12307;7827.484045;1811.2586404;29879;16915;2744;0;12711;2557;4414;0;5740;7673;5331;2342;66883;2477;63292;3781;430;9855;6754;0.09;74556.52;6753.52;3505;3768;2443.62;77;0;0;77;-1;-1;0;0;0;192;445;581;1218;47;0;1231;0;1231;0;0;1196;0;0;0;20.86;166.90;66.25;0;0;0;0;0
2006;(PT) Portugal;111910;2000 - <3000;26.7;1.71;3272.53;1.40;2691.93;0.30;580.59;;0.00;0.00;24.53;14.95;4.29;5.29;7.41;2.61;0.30;0.00;0.33;1.32;2.97;1.04;1.92;0.00;10.37;6.61;0.00;6.61;3.20;13.04;2.16;0.00;0.00;5.30;3.05;2.15;0.27;20.44;0.78;16.03;53.90;0.38;20.41;0.71;14.55;10.31;6400.70;2.16;13819.26;;0.00;0.00;;0.00;0.00;23584;1.20;19577.35;23584.32;13459;751.43;17.91;13458.43;979;15;0;689;118;3;323;3259;1620;496;3227;1061;1499;169;9285;710.09;13.04;9256.38;265;3715;1905;2025;859;52;7;590;131;841;587;1626;19577;12941;8775;142.75;24.53;3501.38;888;208;1054;;;;738;821;402.29;13.04;5244.00;3468;1390;1066;29;712;27;0;4167;1092;1611;526;937;3984;2652;2085;433;134;134;92;-196;652;710;0;-58;0;15986;12002;10003;7038.03;1.71;12002.09;7130.26;1.40;10002.61;90217;90251;75702;45675;30923.825772;5299.0710443;10896;13228;5903;0;14515;2989;2740;0;8786;3261;1833;1429;86955;-472;56921;3418;-566;12859;10046;0.11;90216.73;10042.49;5343;5631;3825.45;357;11;0;346;1501;540;730;228;3;837;856;80;1773;27;0;1974;1906;0;68;0;0;0;0;0;217.43;273.47;0.66;0;0;0;0;0
2006;(SE) Sweden;30550;500 - <1000;117.1;1.50;3303.53;1.22;2773.26;0.28;530.27;;0.00;0.00;88.81;71.90;0.03;16.88;45.42;28.58;7.04;0.08;0.57;0.00;0.03;0.02;0.00;0.01;45.40;1.15;4.76;5.91;0.00;60.82;13.53;0.00;0.00;25.97;0.81;16.93;3.29;56.22;10.69;601.26;;0.00;0.00;0.91;44.40;40.23;8084.81;13.53;109392.91;;0.00;0.00;;0.00;0.00;118382;0.83;142902.1;118382.30;39506;481.92;81.97;39504.57;12641;299;16;3943;2578;1465;5;6519;62;0;0;0;11432;563;61489;1010.09;60.82;61437.20;435;32130;12713;15081;389;623;142;4;406;17387;60;14760;142902;94648;54084;179.27;88.81;15919.74;3694;1;6604;;;;2247;3375;627.42;60.82;38161.79;25410;13276;8024;1477;4730;0;0;40565;10921;11735;10093;7816;26741;21513;8529;6677;6307;4790;123;0;40;40;0;0;0;56739;29999;8526;19983.67;1.50;29998.67;6866.47;1.22;8385.33;579604;568404;442267;215463;210043.04565;0;136305;65671;24828;0;137337;18977;15960;0;102399;164097;135391;28707;415506;6370;363889;30514;3773;35886;10381;0.02;579603.76;10381.29;33006;33129;22474.52;216;66;0;150;4863;2532;1398;0;933;7562;2167;378;10107;0;394;17385;17211;0;175;0;162;0;0;0;0.00;12013.12;236.13;0;0;0;0;0
2006;(SI) Slovenia;41410;500 - <1000;18.0;1.85;3537.55;1.79;3419.11;0.07;118.44;;0.00;0.00;10.17;3.27;0.51;6.39;3.20;1.60;0.45;0.00;0.04;0.31;0.21;0.19;0.01;0.01;7.51;0.00;0.04;0.04;10.34;11.85;3.32;0.00;0.00;5.41;0.33;2.25;0.27;41.46;0.50;20.66;76.63;0.65;50.19;1.24;7.31;9.06;4907.97;3.32;16316.05;;0.00;0.00;;0.00;0.00;15228;0.97;15649.57;15228.10;4989;493.18;10.12;4989.22;1010;14;0;353;264;42;160;296;677;0;1977;18;112;68;8567;722.99;11.85;8566.59;-85;4404;2430;1026;159;-13;123;7;430;1672;1179;839;15650;9345;5005;175.77;10.17;1787.10;335;0;586;;;;346;520;269.13;11.85;3188.84;1677;434;862;405;649;29;0;4340;2081;1459;342;458;5550;755;375;217;163;163;25;-570;-203;262;0;-465;0;9716;4167;3209;2248.08;1.85;4166.51;1795.08;1.79;3208.60;170366;170174;163814;92876;54720.465692;30327.095593;49727;16041;5170;0;6552;3190;3110;0;252;3106;3047;58;167260;-10;82301;5480;-70;7562;2283;0.01;170366.10;2282.91;3833;4428;2719.80;745;680;12;53;1975;584;1347;43;0;305;1142;73;1520;118;0;0;0;0;0;0;70;0;0;0;1176.75;348.01;0.00;0;0;0;0;0
2006;(SK) Slovakia;3530;500 - <1000;343.4;19.65;37659.07;1.41;2656.55;18.24;35002.53;;0.00;0.00;607.76;421.68;6.02;180.06;584.83;216.26;100.83;0.00;3.30;3.35;2.67;2.41;0.00;0.25;270.69;8.39;0.00;8.39;0.12;214.14;59.78;0.00;0.00;62.93;12.33;55.19;23.58;36.95;92.09;3402.61;56.55;42.83;2421.60;0.49;274.58;134.37;5619.66;59.78;335917.86;;0.00;0.00;;0.00;0.00;413933;0.64;645369.8;413933.29;198567;331.49;599.02;198567.1;88230;1477;0;7700;13794;33483;588;6277;3491;0;3054;0;37204;3270;163805;764.94;214.14;163803.8;-1440;86906;18857;34638;2045;8361;7365;2174;3459;51561;16331;56433;645370;361184;205154;154.83;607.76;94097.07;27559;2144;24380;;;;27252;14906;518.43;214.14;111017.8;62920;45052;33915;9237;14184;39;0;156030;23699;56687;29910;45733;146372;137814;110325;18803;8686;8337;8685;0;10898;10898;0;0;0;161255;14883;-112033;757.49;19.65;14883.00;83.28;1.41;117.44;1250787;1362166;932440;34419;23838.868863;186.81583769;750323;112772;34926;0;318347;52387;45405;0;220554;91139;48790;42349;1159648;-99247;1286032;39844;-106527;33827;-19094;-0.02;1250786.99;-19093.50;108505;117190;63758.97;19956;0;0;19956;2673;0;1082;0;1591;20267;30647;0;50913;444;0;39630;0;39630;0;0;3574;0;0;0;195.47;30699.89;892.26;0;0;0;0;0
2006;(UK) United Kingdom;102420;2000 - <3000;159.5;2.11;5017.74;1.29;3212.85;0.82;1804.89;;0.00;0.00;147.58;62.47;0.29;84.81;61.39;28.95;11.25;0.96;0.98;0.00;0.29;0.22;0.00;0.07;98.82;2.29;3.49;5.78;2.32;122.57;20.36;0.00;0.00;50.90;30.09;9.34;11.44;84.56;18.84;1592.96;79.76;0.04;2.91;1.04;97.47;101.35;6869.21;20.36;139871.67;;0.00;0.00;;0.00;0.00;175281;0.95;185047.0;175281.14;74951;534.13;140.32;74950.52;28853;1242;843;9505;2966;4661;321;12835;2095;0;36;0;3993;8444;89587;730.92;122.57;89586.53;-213;36496;23291;6055;11348;4294;3785;89;4228;10744;118;6337;185047;126510;75930;216.98;147.58;32021.60;7585;850;11030;;;;7229;6178;358.24;122.57;43908.42;23667;5301;7910;187;12332;0;0;50580;15136;11302;9181;14961;22525;36013;20765;8801;6447;5822;905;0;916;916;0;0;0;92137;69613;34516;33049.85;2.11;69612.63;26819.53;1.29;34516.30;1061437;1019182;923040;750020;665326.76282;3819.8182035;41389;85440;46191;0;138397;37427;18949;0;82021;121368;57902;63466;940069;42289;311493;29582;7057;54769;24675;0.02;1061437.42;24674.98;43366;44271;35457.54;157;156;0;0;288;0;0;0;288;5820;1901;486;8207;12;0;34824;34650;0;174;0;784;0;0;0;52.52;6991.17;638.79;0;0;0;0;0
2006;EU-12;2842160;50000 - <60000;76.4;1.54;3243.10;1.18;2517.23;0.36;725.87;;0.00;0.00;38.48;24.21;3.14;11.13;20.44;12.02;3.60;0.24;0.40;0.98;2.16;0.85;1.26;0.05;16.75;0.98;1.45;2.43;1.22;34.83;6.29;0.00;0.00;11.91;3.78;9.16;3.56;67.36;4.48;301.76;96.08;1.17;112.81;1.33;16.15;21.45;6696.41;6.29;42110.97;;0.00;0.00;;0.00;0.00;75806;1.16;65304.02;75805.52;38673;1072.97;35.92;38538.76;8867;246;162;1812;1171;1301;530;9167;2760;765;5879;2340;2016;1819;33245;941.55;34.83;32797.91;38;12588;6710;7226;1624;1232;869;1340;1657;3887;424;2782;65304;42836;25269;277.24;38.48;10668.80;3051;196;3394;;;;2640;1627;414.25;34.83;14429.98;7131;2134;5149;452;2255;22;0;17567;4149;4676;3119;5622;10200;12268;6319;3665;2284;2113;817;484;171;441;2;-271;0;46385;36185;24088;23570.05;1.54;36184.53;20343.70;1.18;23983.29;400206;378007;326893;231219;192187.56408;10115.852225;47891;33320;14463;0;73313;10865;9032;0;53416;55696;42043;13651;344510;19810;172866;9729;-471;33267;25823;0.06;400205.66;25818.00;13415;13749;11644.62;1120;580;10;530;891;158;550;111;72;1036;637;160;1835;81;73;9459;9339;0;120;0;292;0;0;0;172.76;1172.00;263.13;0;0;0;0;0
2006;EU-15;3011780;50000 - <60000;75.7;1.53;3243.25;1.19;2541.81;0.34;701.44;;0.00;0.00;38.92;24.80;2.99;11.13;20.27;12.25;3.64;0.23;0.39;0.94;2.05;0.81;1.19;0.05;17.03;0.97;1.49;2.46;1.56;34.65;6.37;0.00;0.00;11.90;3.61;9.16;3.47;66.15;4.51;298.44;96.33;1.16;112.05;1.30;16.42;21.38;6737.48;6.37;42894.26;;0.00;0.00;;0.00;0.00;75369;1.14;65903.49;75368.91;37684;1034.27;36.31;37557.08;8782;240;157;1806;1187;1290;509;8875;2638;722;5653;2209;2030;1743;33350;950.38;34.65;32927.04;58;12840;6717;7295;1560;1206;867;1283;1581;4335;448;2887;65903;43197;25210;270.36;38.92;10521.60;2996;194;3375;;;;2562;1629;419.26;34.65;14525.73;7216;2205;5130;483;2279;23;0;17987;4319;4765;3199;5703;10635;12072;6142;3626;2304;2097;797;531;144;467;1;-325;0;46430;35795;23867;23366.18;1.53;35795.04;20021.47;1.19;23767.19;400105;378600;325860;224992;185889.42775;11452.968724;51941;34662;14266;0;74245;10744;9009;0;54491;56485;42954;13529;343619;19172;179063;10289;-346;33456;25410;0.06;400104.90;25405.14;14258;14524;11889.39;1099;549;9;541;1089;281;599;106;103;1358;879;165;2403;91;80;9460;9337;0;123;0;301;0;0;0;343.93;1321.07;285.36;0;0;0;0;0
2006;EU-25;4065090;70000 - <80000;62.8;1.63;3479.89;1.25;2698.75;0.38;781.14;;0.00;0.00;36.04;24.06;2.36;9.62;18.64;12.71;3.69;0.17;0.39;0.72;1.64;0.72;0.88;0.04;14.77;0.80;1.18;1.98;1.61;29.78;5.77;0.00;0.00;9.68;2.78;8.49;2.92;59.17;4.58;270.71;86.83;1.26;109.76;1.25;14.24;17.84;6399.19;5.77;36899.00;;0.00;0.00;;0.00;0.00;63253;1.13;55833.59;63253.11;31851;934.76;33.94;31724.70;8064;198;117;1677;1057;1309;404;7319;2237;539;4268;1640;1748;1392;27896;925.75;29.78;27566.58;51;10724;5368;6505;1197;1129;771;969;1233;3505;462;3014;55834;36904;21771;251.84;36.04;9076.26;2575;223;3008;;;;2221;1315;421.64;29.78;12555.40;6039;2091;4726;695;1868;19;0;15133;3618;4319;2623;4573;9028;9902;5257;2829;1815;1652;667;377;137;451;1;-315;0;38381;29353;19589;17979.43;1.63;29352.91;15559.85;1.25;19498.46;321477;304765;261441;171919;141231.25859;9222.5572445;46975;30992;11555;0;60037;8828;7942;0;43267;45108;33877;11230;276369;14722;152905;8914;-114;27638;20646;0.06;321477.40;20642.52;12032;12322;9815.61;989;414;7;568;918;242;474;85;117;1140;831;251;2223;128;78;7515;6918;506;91;0;471;0;0;0;278.30;1157.10;225.42;0;0;0;0;0
2006;EU-6;1506950;30000 - <40000;100.6;1.63;3406.89;1.22;2580.08;0.41;826.81;;0.00;0.00;39.92;28.81;2.25;8.86;27.24;13.67;4.59;0.37;0.50;1.09;1.17;0.50;0.60;0.08;16.98;0.36;1.46;1.82;1.55;40.35;8.52;0.00;0.00;13.90;1.66;11.44;4.69;68.34;5.83;398.32;92.80;1.80;167.48;1.51;15.85;23.98;6750.10;8.52;57498.83;;0.00;0.00;;0.00;0.00;98027;1.14;85977.12;98027.04;50657;1327.24;37.99;50425.22;11102;275;230;2197;1614;1986;506;13229;3335;502;9321;1687;2377;2527;41731;1024.67;40.35;41350.35;173;17722;8374;9472;777;1447;1233;999;1707;5640;477;3584;85977;55769;31522;357.52;39.92;14272.30;4376;255;4080;;;;3588;2303;423.32;40.35;17082.95;8109;2670;6518;658;2524;24;0;24247;5370;6379;4106;8391;14247;15961;8022;5133;2806;2599;1221;852;168;545;2;-379;0;57513;43265;27472;26546.69;1.63;43265.12;22439.48;1.22;27321.72;436294;435164;360905;243538;189673.91738;17695.885411;55711;44256;17400;0;75388;13268;13746;0;48374;72668;53232;19435;363626;-796;201365;13509;-739;40305;28644;0.07;436293.62;28634.62;15254;15623;13371.71;1247;811;13;423;1177;248;761;59;109;1103;633;162;1897;140;115;10652;10530;0;123;0;394;0;0;0;286.41;1261.72;421.99;0;0;0;0;0
2007;(ALL) EU;5295930;80000 - <90000;49.2;1.79;3917.04;1.35;3019.43;0.43;897.61;;0.00;0.00;29.43;19.93;1.89;7.61;15.30;11.07;3.25;0.30;0.31;0.57;1.32;0.61;0.68;0.03;11.41;0.76;0.63;1.39;1.19;23.79;4.58;0.00;0.00;7.37;2.44;6.66;2.59;50.74;4.23;214.87;69.01;1.47;101.12;1.26;10.91;13.79;6210.69;4.58;28454.53;;0.00;0.00;;0.00;0.00;57067;1.19;48103.20;57067.21;30186;1074.39;27.95;30031.75;9922;163;242;1269;729;1412;387;5948;2125;436;3566;1379;1693;1159;23968;993.40;23.79;23629.69;5;9542;4052;4924;953;1818;818;834;1028;2913;591;2846;48103;32431;19910;264.95;29.43;7797.66;2253;217;2633;;;;1893;1069;501.30;23.79;11924.15;5325;1880;4790;737;1933;14;0;12521;2993;3683;2249;3597;7210;8463;4626;2274;1563;1412;551;376;15;302;2;-289;0;34019;26809;18362;14979.21;1.79;26809.12;13290.30;1.35;18005.70;259492;247924;209786;140041;117861.15818;7054.723103;34837;25811;9097;0;49706;7063;7071;0;35572;36402;27239;9163;223090;8889;122914;7982;773;23758;18387;0.07;259491.91;18386.54;9383;9558;7659.85;677;298;7;371;764;38;351;70;306;840;608;169;1618;171;61;5744;5096;565;83;0;524;0;0;0;236.53;924.96;165.80;0;0;0;0;0
2007;(AT) Austria;90560;2000 - <3000;51.4;1.53;3473.19;1.43;3260.37;0.10;212.82;;0.00;0.00;30.98;16.42;0.70;13.86;9.31;9.76;2.94;0.22;0.13;0.54;0.17;0.16;0.00;0.01;16.54;0.10;0.77;0.87;13.91;24.91;5.84;0.00;0.00;8.47;0.99;8.14;1.29;47.44;3.56;168.73;109.77;2.03;223.23;0.96;15.95;15.31;6231.71;5.84;36406.38;;0.00;0.00;;0.00;0.00;66755;1.20;55547.49;66754.58;20230;671.77;30.11;20230.44;8933;108;234;1195;1240;1371;199;1112;1296;0;4140;0;145;492;30618;1229.28;24.91;30617.98;104;11931;6263;7631;677;788;1324;1705;299;15906;1412;3254;55547;36733;17010;154.80;30.98;4796.13;1710;81;1554;;;;1038;494;487.18;24.91;12134.37;4769;1457;5231;1508;2135;79;0;19724;5901;3856;3413;6553;13960;4854;1237;1888;1730;802;901;2871;-1608;1154;0;-2762;0;50429;36470;30007;23835.08;1.53;36469.66;20968.78;1.43;30007.34;405737;393130;315041;107743;22963.434946;60180.033916;143584;55610;8105;0;90697;9502;7892;0;73303;37623;27315;10308;368114;9001;297744;18490;4530;40999;26122;0.06;405737.39;26121.97;20408;18438;8602.71;98;30;0;68;918;-212;1020;13;98;6233;2705;58;8997;561;313;7401;7198;0;202;0;151;0;0;0;7174.46;2345.87;1405.29;0;0;0;0;0
